1000 1  0

493	2453	456	1189	1287	2874	773	1375	548	3433	
1545	2718	2488	3442	4227	1687	914	4161	2481	2700	
2093	1371	3460	3157	3320	1549	880	2422	2984	2017	
1718	593	2670	2294	546	2774	71	1745	2493	2239	
4089	1916	3281	4331	3240	2524	4117	3325	3520	1000	
3784	1823	3795	2989	123	1477	206	1373	2710	2746	
2354	2750	833	3927	1144	2222	3480	572	4180	690	
624	1308	3043	561	3165	2221	406	3392	4276	1747	
2631	2013	3640	3696	1503	2454	1878	1558	3120	3712	
1435	2158	4103	662	2031	533	2301	2401	1573	4287	
2767	1271	891	2201	723	4078	2948	1108	1677	2255	
2350	2233	3561	417	2903	2045	2853	589	2641	3036	
1125	4486	2732	147	4449	2876	3576	1584	3267	90	
1406	1498	2719	3701	245	3111	404	4217	1591	4263	
1270	2176	1323	548	1335	3448	2822	2394	3984	1867	
4244	4370	4151	1950	613	3753	1600	1325	2426	2899	
3026	1986	3950	290	309	627	2968	3390	3143	2090	
1797	3391	3112	2009	3580	2704	684	93	1704	2880	
1821	3016	3538	1101	2839	2217	3409	115	814	4180	
3775	1399	1628	1344	3758	2254	3921	1063	1550	3789	
4004	62	4371	1864	1424	159	2309	509	2930	1349	
1922	3127	1840	687	4131	4481	1953	150	3649	1546	
401	1886	2279	2820	2562	1166	1914	647	134	1142	
2859	4317	458	2629	2577	1165	2322	4441	981	3246	
301	2127	3403	1738	3876	2037	1113	553	856	4210	
2456	4309	225	2563	335	2433	3503	4029	1786	3161	
2925	2231	2404	3153	4234	1950	2170	2415	686	3273	
525	3435	3059	3780	573	3054	1957	2478	1517	554	
2844	3581	2455	74	3331	3602	419	3347	3709	1660	
265	3607	1221	2059	1229	2979	4187	4146	3843	3933	
974	4391	3445	3470	1514	92	2053	4059	3993	1025	
4026	2371	4355	1486	402	2198	4319	64	1395	3846	
589	2085	991	718	3076	1453	37	4324	3030	3709	
4468	1441	4421	4192	2852	3621	1890	70	342	2720	
3278	3727	1162	2825	63	3234	208	3180	1296	484	
3030	3513	1078	672	1361	2654	2803	235	1525	2115	
2971	3714	1772	3092	985	1560	2727	3260	2372	967	
1038	4222	1360	1688	2406	2544	3064	2673	1342	3058	
2523	1652	720	101	729	4374	2835	274	3981	2094	
273	2046	2729	2670	1408	2153	2611	831	4310	3952	
1176	3395	730	721	4169	2023	921	3419	3911	150	
3640	1277	2096	3885	591	682	3562	3827	2713	1823	
1148	1757	2012	2561	4093	701	1247	1022	1303	1000	
944	4329	645	2873	865	1660	403	3505	640	1567	
3764	3794	2325	2584	3266	1694	1245	3431	1680	4475	
4174	376	3593	978	1083	2242	2055	958	1886	2711	
520	11	997	527	2629	714	3108	1352	1338	1841	
723	3052	4399	352	2090	2548	746	3025	930	4013	
2800	1049	1175	2702	1971	4438	2877	3215	1154	4150	
1005	457	1318	642	2067	3569	4101	597	718	2412	
4395	256	3317	2817	1127	149	3902	596	2704	2450	
2319	391	2985	3406	2515	2533	3471	1860	3675	1868	
4031	2812	1751	3076	3571	3407	4092	3795	2331	391	
3013	3721	3562	3129	1731	143	4296	2637	299	357	
1947	687	608	3722	3056	2793	1651	4396	4256	2285	
117	2586	242	4421	3129	492	2689	3178	1568	163	
3215	2236	2399	2683	2990	1162	629	346	4424	843	
2422	2059	40	3454	1009	1862	1445	1659	3403	3768	
1604	1364	1602	1581	3246	3433	2298	2324	112	4065	
3545	2791	3673	4095	3604	3305	2800	4189	1026	2965	
4017	3044	1698	1010	2310	1283	2877	3878	3983	836	
1182	1377	1280	2403	2439	360	2696	423	48	3685	
3209	1201	3064	3495	252	3221	761	1248	240	2262	
3811	288	1495	4128	581	1969	1994	1739	4232	2771	
