1000 1  0

1599	833	2328	4007	1597	2153	2080	4835	3266	713	
2715	3894	3902	944	4031	3211	1714	2296	3345	4858	
3034	2366	947	2004	1619	534	206	1867	1292	1985	
4062	3245	710	2488	2163	72	4470	4471	4348	4829	
4999	3597	2163	3630	3483	4984	2133	3849	2609	3715	
2401	676	693	4130	2878	4425	3716	3762	2991	4225	
2462	683	2760	3586	693	1863	767	403	2146	4050	
189	2804	1813	2057	2685	4961	4851	3709	98	3389	
1207	4511	4842	3705	539	2139	2846	1540	2965	4431	
3273	2737	4573	1770	3871	2126	2659	3431	2213	2729	
3563	1594	829	443	2234	2623	760	2359	1495	1879	
1195	4193	1077	3284	2101	2248	141	2425	2141	4182	
4806	3501	3581	1892	3807	558	4491	673	1689	4816	
93	4082	3159	3574	3474	4728	2487	2333	1029	199	
7	2565	2587	4818	738	489	369	1362	291	1331	
920	4982	2175	1411	2779	618	4637	3999	1022	690	
4670	1489	2518	2573	2726	4422	4852	4580	3443	723	
4868	2770	3619	2984	2432	171	2024	3118	1119	3798	
3597	2154	386	4581	4863	1810	1107	1866	2934	3388	
725	3554	4179	83	4105	619	4042	4636	2421	2046	
4967	4482	3780	3839	426	1647	1562	2682	3404	3941	
1183	510	874	1062	1265	3619	1015	1729	724	3517	
2827	1502	3515	4424	3680	2614	93	427	2000	1549	
1483	1575	4690	1666	2094	2135	1453	2371	1067	3056	
3009	3004	4688	3823	4674	1910	4974	4415	1014	2137	
3518	3434	691	2940	4926	1621	396	1617	971	2158	
2851	1564	926	2623	534	3714	289	442	2051	2844	
4841	444	533	51	3075	2476	3855	4395	816	3026	
4861	1290	1179	2194	592	3215	4599	1377	984	4845	
3955	4476	3617	39	1759	4805	360	2307	54	199	
29	865	2236	959	1137	963	2503	4315	1222	2580	
320	2620	3828	3459	3472	373	4279	1735	1613	1739	
3115	1282	1196	3588	267	4807	2374	3682	2267	1853	
253	1479	3747	1091	1901	4672	124	236	2045	2340	
338	4339	3022	4244	4658	2757	4200	4042	627	3123	
2497	2388	2439	367	2143	2383	3144	4779	4314	2326	
2413	1407	2045	4410	2604	1746	3548	1361	15	2893	
1565	1401	3225	1701	2217	4323	2104	40	3593	1586	
4746	3508	1091	2123	2337	1724	2756	477	3313	4340	
1252	2040	2543	2098	4383	1919	609	4541	2265	1623	
2050	551	2679	4704	2108	365	2570	1712	3597	1259	
148	4669	2485	3129	3378	913	2308	2971	1450	4637	
1574	538	4692	3049	176	2222	3659	3799	3153	3213	
1163	4453	2788	2450	626	4225	4890	3625	4448	2964	
4018	3487	4848	930	835	2156	1471	2038	2246	2618	
4194	4304	278	3484	1121	688	1473	3786	4672	1809	
1998	265	3458	1529	3790	2397	4350	269	2772	57	
4300	4855	4079	2795	4414	3130	4253	4706	4321	4073	
1703	1057	3627	4781	4170	3483	2780	3326	137	1726	
4807	974	1573	35	56	4316	3687	2569	732	180	
4850	3870	814	3232	2323	4808	1814	1908	2835	3254	
4881	1211	3297	4881	1518	1341	1729	551	4341	1323	
2105	388	4119	158	4441	4960	1691	2477	4688	1334	
2308	2837	259	2520	3877	3312	743	1702	2279	4865	
3164	414	2639	3420	2434	98	1467	4240	3372	3775	
2259	2182	3441	4562	4042	2889	2120	1419	2395	4149	
4177	2523	4678	1489	952	2535	4450	351	1843	3228	
4698	4793	4665	2466	2603	883	658	2332	1297	1941	
2195	1308	3279	4984	625	2384	645	166	2370	2817	
3465	1587	3041	1433	4289	4128	4313	2194	3461	2172	
1078	3651	399	579	4977	140	603	3281	4498	1046	
1769	661	1829	3437	2496	3304	1088	4552	171	4589	
905	4957	2805	2856	449	2271	782	441	4109	1346	
2149	2608	209	1483	1365	2264	4077	842	4922	3222	
3874	3737	4851	3064	3067	1979	447	4583	4382	4856	
466	2159	82	2709	311	3356	2649	982	3892	1717	
2637	1854	2379	2203	1156	2707	309	1471	533	3972	
3006	585	2233	628	3310	1389	301	3006	4348	813	
77	4056	3338	4580	2448	442	1742	2983	920	3574	
3564	972	792	3831	4622	236	2118	4636	2598	3290	
152	2683	2216	1426	1785	2984	3107	2565	1450	765	
2006	3786	2507	2649	3764	3828	713	4172	1338	832	
4903	4006	3142	621	3391	1021	1039	4139	1776	549	
4505	822	951	607	2832	1851	455	3276	1161	455	
2451	2641	4886	1253	1848	3323	4880	1278	4062	1922	
2109	3239	1021	1103	3601	2544	1474	1559	286	2402	
2769	2135	1422	3358	3090	2199	213	2794	1245	2082	
2273	4020	896	842	195	350	2989	2437	4958	451	
902	3644	4324	3550	3987	561	2214	2175	4040	4774	
4714	3511	4074	3658	2116	1928	664	2644	984	3015	
4659	2368	3715	3812	2344	535	775	1527	1130	3360	
3813	4722	3754	3404	2634	1443	2049	2739	2660	3088	
3530	1065	1468	682	363	3517	1476	2413	3058	4614	
4720	708	3401	4566	4918	3718	3899	1065	1303	1901	
183	4772	4718	1484	178	4232	2325	2766	1670	2845	
1461	619	3440	2697	4748	1276	1203	241	110	628	
1671	1756	2902	2367	814	389	4299	2803	1939	3615	
4478	2371	1139	3528	3984	328	2725	2672	4078	4744	
955	3793	2614	578	1977	3742	1433	1053	3595	2222	
1337	2790	2688	4575	4186	3520	1051	2965	4826	2243	
2510	2490	3634	1975	4998	1141	4292	4440	3452	4517	
2996	3985	2504	4965	1266	4683	4742	1751	580	4061	
2586	1883	2077	1890	3333	743	179	2128	151	3293	
4554	3861	3588	10	1691	3994	2018	4411	1505	3306	
4751	2935	2072	3513	3252	3250	1111	4214	4670	2765	
2756	1419	1449	3593	3428	4985	517	3211	778	2487	
3979	1798	4428	1594	7	966	4123	787	1053	1433	
1177	4174	2573	2918	1562	3951	2264	3631	3533	2812	
3834	2920	3122	3032	3712	3303	4852	1395	4865	588	
2582	1396	2071	1608	4695	1033	4828	2047	1608	2659	


3759	2377	3834	1765	976	4224	1502	1538	1742	1410	
1219	3324	1689	3038	412	2569	4326	4035	215	2369	
540	4137	170	1141	1124	2364	3409	4802	3057	1888	
2325	3359	2366	1133	3485	1882	2746	828	4521	3622	
2790	4303	3745	4311	2628	1324	722	59	1162	3043	
3424	3106	4053	299	1549	4287	4326	4848	2240	1877	
3688	447	2846	3131	3759	2272	1125	1184	2633	699	
187	4262	1872	539	683	762	4142	597	2903	1722	
3640	4497	3046	1845	4363	1000	1359	3726	194	1396	
76	17	1997	4810	4104	4220	1666	2442	3113	4959	
2823	1813	1790	1716	3821	518	3920	1639	2631	321	
3213	2758	3920	4487	1280	4113	3904	4095	426	2954	
4359	4454	100	1686	4712	3928	3490	4586	4999	3604	
1497	7	3891	675	4840	4766	3324	88	4554	4236	
4269	1617	2706	1055	2618	356	190	2310	1739	1331	
2669	3036	2623	1224	3152	116	3209	4425	2931	2638	
366	4060	3741	1673	773	2459	3843	2710	1925	1409	
2104	2659	2889	1139	1200	4149	4071	1656	3240	3732	
4044	2993	1920	3170	3537	3624	1584	2292	1721	876	
4253	1535	3200	2444	125	1099	997	2199	2678	1915	
656	3914	2475	4499	2700	1281	918	2504	749	2827	
3150	1395	499	4146	3579	2582	4069	1064	788	268	
3750	1875	1391	1445	3163	34	3945	4623	179	3638	
4545	869	2101	3345	3049	2612	157	2225	924	2760	
3462	2325	4849	2531	1184	1110	4198	206	2251	3583	
3397	2870	4402	2542	818	3375	4273	4400	3034	2724	
2079	3056	4172	2620	2020	4952	3828	1734	1747	4917	
4355	2430	3537	775	1503	2997	2091	870	1313	4348	
76	4150	3577	2760	4972	1595	1396	1496	3481	3413	
2190	2186	921	3597	2288	1649	1478	293	2050	3841	
392	756	617	4560	2142	31	3762	2183	1957	321	
2556	7	4318	4035	2650	1444	3452	155	3518	1901	
451	305	4231	4169	570	4157	4651	4890	289	4962	
1101	773	995	3278	3503	2776	1461	1399	1793	603	
3244	3318	2848	3599	2203	3823	1967	2217	946	2935	
4841	943	1895	2748	188	3193	4489	5000	3351	969	
4087	3566	4660	475	428	3731	2510	1005	4078	1518	
3108	2975	1746	2287	1556	4812	4457	4667	352	103	
350	2918	1651	4342	1005	1903	829	146	3629	2119	
2658	1157	4183	2921	3783	3202	1260	2283	4125	343	
3273	515	2779	341	1150	4795	3399	1798	3746	1526	
3805	814	3241	3967	4262	987	4966	616	442	389	
4568	3320	2150	4077	3752	212	4230	4177	3153	3663	
4028	3310	991	3368	3086	4972	408	3746	1083	262	
2661	1783	1118	623	4433	1388	73	3053	672	2945	
1531	472	977	765	4794	4435	3988	3005	4017	4330	
3829	2357	3851	3890	4958	1765	2853	1605	1888	3077	
1135	2770	3570	2480	4995	4440	4344	1764	4028	1500	
3661	4176	960	2941	4120	2525	1486	4007	4403	4645	
1216	3420	4582	615	3850	3612	776	3104	3920	934	
2454	4362	1603	3316	4785	344	3012	219	3076	880	
4855	1255	244	2175	3641	4467	4262	56	1370	3135	
3099	4333	4148	3951	3478	4523	4193	4762	1268	2834	
4472	2264	1554	2451	128	1563	3587	4495	4746	1558	
4199	2142	3699	3537	1780	989	2799	3418	3393	2118	
3199	2196	2957	3396	3835	587	1340	1539	3104	590	
4986	3516	3811	3828	2773	246	756	1119	4214	1006	
3612	2171	3768	2679	830	4615	527	1314	2369	226	
1298	831	2067	3975	3730	2602	2783	1017	1360	686	
1736	1695	1442	1148	2923	4424	1037	2109	1544	1016	
420	2835	4873	3425	3223	2644	4218	3202	3437	4574	
3959	4483	1866	1476	3416	3302	48	2143	607	303	
2730	2316	2375	2517	3196	2004	2831	2046	2756	463	
3605	806	1636	2160	2547	632	237	2316	4949	98	
2532	1562	2016	781	1384	3203	1180	2203	3049	1179	
3283	3983	3018	4726	1495	1032	744	371	3871	2749	
4441	2780	4714	217	4645	1723	49	656	1136	4990	
3977	1456	1477	4692	4503	4929	4916	1886	913	413	
3852	2350	3307	184	4569	4794	2895	4232	895	1673	
1283	4213	1428	2308	999	1074	2929	214	812	4489	
873	2668	2477	1195	2241	3470	4345	669	3182	3187	
2870	3700	4305	440	2119	3194	4517	481	815	1941	
3479	1630	1307	4270	2917	527	4668	127	2863	976	
4810	3980	385	4005	1361	2443	1318	3974	4639	4075	
3998	3588	603	2560	3104	3714	3031	108	2608	1532	
3959	1007	3850	258	3600	752	1572	1054	3465	98	
2184	3801	2356	2583	3919	882	3053	423	4038	742	
169	3442	2740	1096	4521	4657	250	3458	1828	281	
329	1498	1375	4871	1823	3262	1856	4548	386	4327	
2390	3386	3418	1689	2451	3916	4979	2769	1346	186	
312	3077	3488	3746	4664	1871	4598	2639	2693	794	
4629	3382	2312	2027	1416	3355	1942	2984	3997	1808	
1805	636	516	1286	2822	3649	3397	274	477	3235	
534	3201	2244	3219	963	4179	1379	4929	1579	1923	
618	4393	4905	4732	2293	2655	1736	2173	3303	2850	
3670	590	3719	2572	4529	3176	4285	4631	4332	3825	
4853	3841	1154	3269	1578	3664	1626	373	804	1943	
1105	2219	3970	4111	466	4244	3632	1918	1025	2244	
2586	2435	2666	1645	1758	2991	4543	256	1438	4620	
4015	1545	4699	1650	3647	350	74	1621	452	1057	
1410	3359	4975	1737	556	532	3111	460	2505	3968	
290	616	2463	619	1139	4717	3460	2941	3644	1148	
2441	2281	1478	3234	4703	4413	1860	1941	3781	4096	
2684	213	4007	435	3324	4052	1288	1776	2976	790	
4841	565	2354	665	2807	4650	3193	622	96	1446	
530	1933	4861	2221	3401	980	858	4908	3945	2377	
233	4179	279	2859	4562	473	4602	1428	2686	2572	
421	1961	390	4518	4971	4839	4160	1064	3386	720	
1306	3906	3048	4516	4989	4520	2529	1296	114	1590	
4982	1034	904	2412	1710	4969	1051	4739	1864	4049	


1877163
