1000 1  0

903	2686	149	80	702	2623	1677	39	2088	986	
289	2411	1334	2294	349	559	2231	205	1543	1571	
448	411	2464	2839	2397	2046	1811	671	2071	1180	
266	390	165	1969	750	2660	1373	872	1045	378	
2490	2655	2123	443	2092	622	1452	275	1405	1797	
1573	1073	800	275	1688	950	1330	443	542	2420	
1443	2606	476	57	2667	2798	361	2740	1039	286	
1795	652	2947	2709	463	878	2734	2601	936	2365	
835	1502	805	161	1156	1799	269	1427	1983	521	
147	140	1019	1340	212	2859	1601	1203	2637	1438	
2820	472	2223	2501	467	163	2829	2387	2636	2162	
1058	2862	2232	2960	1086	1781	548	2159	2751	2670	
2155	1631	2578	2631	2790	1167	761	1683	2830	1640	
819	50	1366	1063	2321	164	331	2370	68	556	
1989	2463	538	894	1061	2505	2185	1010	295	893	
2120	689	351	462	626	2061	2029	2758	443	483	
219	471	163	2961	2891	507	1024	306	2827	657	
2309	2726	2546	2977	1808	261	34	396	797	555	
1494	2447	2509	2778	2851	2902	2620	1037	2536	162	
2252	368	999	926	1988	2467	1356	2715	261	2214	
490	769	1416	412	1019	2183	2283	1754	630	2239	
227	1958	1712	2925	1	1778	2638	518	2695	1112	
206	2947	234	1677	923	2765	1231	1455	2736	328	
2911	1393	1185	274	1116	1076	2519	714	2140	2613	
1770	747	923	452	2542	928	2858	2464	2185	1135	
908	2325	752	217	717	647	1327	2069	2611	350	
2616	594	2383	290	2056	2587	1170	2311	2503	874	
1410	1375	2102	1696	2220	348	288	2304	1385	2501	
1723	1953	2795	885	1686	2170	2870	313	1938	1366	
361	1080	2691	344	508	1475	2726	2853	138	1740	
906	422	526	2448	609	1797	111	1767	2877	2924	
1045	1192	2445	2299	307	1239	679	409	1045	1889	
117	247	1273	2140	187	1458	480	17	244	1792	
2315	836	1913	1103	944	1544	2964	538	812	2796	
1134	2614	1495	1962	2191	758	2085	173	1020	1204	
625	656	952	1433	1250	627	125	666	1976	1015	
1938	403	1622	182	2156	1365	1623	670	70	1881	
2	861	163	1339	2527	635	936	2618	1681	461	
37	2388	2028	2413	2914	2452	773	2645	332	1830	
983	1387	1999	1991	2474	2227	1770	1711	12	2739	
184	1216	626	887	1739	77	1980	2387	2305	62	
2006	439	2137	2097	835	1889	724	2583	1738	1345	
526	2574	979	2814	2459	2451	2440	19	12	1133	
1406	86	578	647	603	2205	1983	1068	2399	2257	
178	2035	1565	2188	1057	1778	1272	428	645	2307	
1040	920	1091	396	2693	583	192	952	936	2374	
490	2457	2462	2608	1651	368	46	2645	1111	912	
2232	2461	322	2776	1949	2164	2076	1519	811	2405	
1119	2480	2240	1169	1053	1517	1356	2535	1172	1862	
409	547	955	2241	732	345	2604	2464	259	1504	
394	1056	2662	1545	642	1454	431	2022	35	2882	
1876	261	1175	2013	1914	1557	722	1420	2393	2030	
2007	548	916	2226	2064	894	943	2904	1076	530	
1073	1173	976	2845	1114	1810	2225	2821	635	1019	
134	1937	866	2684	1008	59	957	1660	386	927	
2444	587	507	483	2369	677	696	1047	712	814	
2405	2180	2321	1277	2067	1054	2835	243	360	668	
361	2955	1772	1092	1094	2353	2096	569	1354	805	
1190	855	1876	1863	1198	2571	2287	2202	2076	1957	
1759	1770	380	2599	1699	831	2225	1708	818	1930	
1223	1068	1375	805	2766	1252	1631	1821	359	1416	
1600	2233	2758	275	2042	1113	2424	1963	687	2169	
28	2999	2331	1517	628	2826	2766	501	730	2383	
2743	1288	1957	2300	64	1138	123	2705	14	1023	
1814	720	2464	1263	730	340	1205	162	2226	2436	
1192	299	2327	2838	1005	1567	2243	1830	2931	1228	
2048	2606	2593	1124	2595	1157	1098	625	2028	2571	
675	224	1789	2736	1714	392	265	426	2734	2874	
2372	2805	395	512	2318	1154	2173	2311	1050	675	
1273	2431	2368	1282	369	1983	2905	215	1206	579	
1793	1513	2821	1816	2164	1417	2517	2764	867	20	
445	296	1357	1943	1664	2391	2497	634	778	1510	
2304	1656	2057	2044	1845	1971	2470	385	190	201	
2668	936	2722	307	581	30	2058	2531	938	962	
1250	2451	1617	1421	2670	722	454	857	1303	2175	
2980	2228	478	1702	2083	1244	1365	2376	2937	1993	
963	36	1667	319	2830	379	2819	2323	1839	1933	
1216	1899	2683	894	1571	1041	559	1037	54	1806	
1529	2105	2253	552	2547	684	2670	1318	2961	2266	
418	1328	215	1192	203	257	1885	1247	1158	2503	
2453	2216	2736	2727	801	630	859	2387	119	1745	
2367	253	2934	1151	35	1299	2840	291	1779	2915	
